name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,census,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
Ialovka,1105Il1,Grodno,11.0,5.0,Pale,Lithuania,0,743.0,1311.0,1.0,mestechko,,,1311.0,,Grodno,Volkovysk,53.0049444,23.9057297,"Jałówka, powiat białostocki, województwo podlaskie, Polska",31576660.0,Q3646822,,0.857,matched_db_api
Izabelin,1105Iz1,Grodno,11.0,5.0,Pale,Lithuania,0,454.0,963.0,1.0,mestechko,,,963.0,,Grodno,Volkovysk,53.093643,24.553034,"Ізабелін, Ваўкавыскі раён, Гродзенская вобласць, Беларусь",242985197.0,Q2076834,,1.0,matched_db_api
Lyskovo,1105Ly1,Grodno,11.0,5.0,Pale,Lithuania,0,658.0,876.0,1.0,mestechko,,,876.0,,Grodno,Volkovysk,52.855042,24.6150039,"Лыскава, Пружанскі раён, Брэсцкая вобласць, Беларусь",242986242.0,Q1523452,,1.0,matched_db_api
Mstibovo,1105Ms1,Grodno,11.0,5.0,Pale,Lithuania,0,389.0,1228.0,1.0,mestechko,,,1228.0,,Grodno,Volkovysk,53.1130298,24.2587151,"Гнезнаўскі сельскі Савет, Ваўкавыскі раён, Гродзенская вобласць, Беларусь",242984196.0,Q3917461,,1.0,matched_db_api
Novyi Dvor,1105Nv1,Grodno,11.0,5.0,Pale,Lithuania,0,183.0,1481.0,1.0,mestechko,,,1481.0,,Grodno,Volkovysk,52.8289185,24.3519201,"Новы Двор, Свіслацкі раён, Гродзенская вобласць, Беларусь",242983418.0,Q11793843,,1.0,matched_db_api
Porozovo,1105Pr1,Grodno,11.0,5.0,Pale,Lithuania,0,931.0,2028.0,1.0,mestechko,,,2028.0,,Grodno,Volkovysk,52.9366963,24.3634141,"Поразава, Свіслацкі раён, Гродзенская вобласць, Беларусь",242979006.0,Q2478305,,1.0,matched_db_api
Peski,1105Ps1,Grodno,11.0,5.0,Pale,Lithuania,0,1615.0,2396.0,1.0,mestechko,,,2396.0,,Grodno,Volkovysk,53.3504065,24.623711,"Пескі, Мастоўскі раён, Гродзенская вобласць, Беларусь",242985766.0,Q140224,,1.0,matched_db_api
Ross',1105Rs1,Grodno,11.0,5.0,Pale,Lithuania,1,4.0,983.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,983.0,,Grodno,Volkovysk,53.4021189,24.3857861,"Рось, Воўпаўскі сельскі Савет, Ваўкавыскі раён, Гродзенская вобласць, Беларусь",861008239.0,Q2976313,,1.0,matched_nominatim
Svisloch',1105Sv1,Grodno,11.0,5.0,Pale,Lithuania,0,2086.0,3099.0,1.0,mestechko,,,3099.0,,Grodno,Volkovysk,53.036549,24.094183,"Свіслач, Свіслацкі раён, Гродзенская вобласць, Беларусь",242978893.0,Q1076109,סוויסלוץ',1.0,matched_db_api
Volkovysk,1105Vl1,Grodno,11.0,5.0,Pale,Lithuania,0,5528.0,10323.0,1.0,Uezdnyi gorod,,,10323.0,,Grodno,Volkovysk,53.1647286,24.458169,"Ваўкавыск, Ваўкавыскі раён, Гродзенская вобласць, Беларусь",1153145528.0,Q739491,,1.0,matched_refined
Zel'va,1105Zl1,Grodno,11.0,5.0,Pale,Lithuania,0,1844.0,2803.0,1.0,mestechko,,,2803.0,,Grodno,Volkovysk,53.0195114,24.9148123,"Зэльвянка, Азярніцкі сельскі Савет, Слонімскі раён, Гродзенская вобласць, Беларусь",601079586.0,Q2659544,,1.0,matched_nominatim
Zel'viany,1105Zl2,Grodno,11.0,5.0,Pale,Lithuania,0,81.0,600.0,1.0,derevnia,,http://www.radzima.org/ru/object/6513.html,600.0,,Grodno,Volkovysk,53.122589,24.881121,Збляны,242986500.0,Q6494047,,0.8,matched_db_api
Antopol',1106An1,Grodno,11.0,6.0,Pale,Lithuania,0,3137.0,3867.0,1.0,mestechko,,,3867.0,,Grodno,Kobrin,52.2037552,24.7875932,"Антопаль, Драгічынскі раён, Брэсцкая вобласць, Беларусь",242979019.0,Q608888,אנטופול,1.0,matched_db_api
Drogichin,1106Dr1,Grodno,11.0,6.0,Pale,Lithuania,1,115.0,2258.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,2258.0,,Grodno,Kobrin,52.1855013,25.1602598,"Драгічын, Драгічынскі раён, Брэсцкая вобласць, Беларусь",242978900.0,Q956471,דרוהיצ'ין,1.0,matched_db_api
Dyvin,1106Dy1,Grodno,11.0,6.0,Pale,Lithuania,0,1094.0,3737.0,1.0,mestechko,,,3737.0,,Grodno,Kobrin,51.9564593,24.5766325,"Дзівін, Кобрынскі раён, Брэсцкая вобласць, Беларусь",242984413.0,Q2499527,,0.8,matched_db_api
Gorodets,1106Gr1,Grodno,11.0,6.0,Pale,Lithuania,0,648.0,1761.0,1.0,mestechko,,,1761.0,,Grodno,Kobrin,52.20411,24.66242,"Гарадзец, Кобрынскі раён, Брэсцкая вобласць, Беларусь",242985460.0,Q3917328,,1.0,matched_db_api
Iakovlevo,1106Ik1,Grodno,11.0,6.0,Pale,Lithuania,0,31.0,202.0,1.0,koloniia,,"Not mentioned in census, http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%BE",202.0,,Grodno,Kobrin,52.1833,25.3333,Iakovlevo,,,,,legacy_coords
Ivanovo,1106Iv1,Grodno,11.0,6.0,Pale,Lithuania,0,1875.0,3041.0,1.0,mestechko,,,3041.0,,Grodno,Kobrin,52.1459395,25.5326538,"Іванава, Іванаўскі раён, Брэсцкая вобласць, Беларусь",242978906.0,Q956207,איבאנבה,1.0,matched_db_api
Kobrin,1106Kb1,Grodno,11.0,6.0,Pale,Lithuania,0,6738.0,10408.0,1.0,Uezdnyi gorod,,,10408.0,,Grodno,Kobrin,52.2085858,24.3542923,"Кобрын, Кобрынскі раён, Брэсцкая вобласць, Беларусь",242978894.0,Q955992,קוברין,1.0,matched_db_api
Khomsk,1106Km1,Grodno,11.0,6.0,Pale,Lithuania,0,1273.0,2243.0,1.0,mestechko,,,2243.0,,Grodno,Kobrin,52.3329043,25.2287059,"Хомск, Драгічынскі раён, Брэсцкая вобласць, Беларусь",242988321.0,Q3920953,,1.0,matched_db_api
Motol',1106Mt1,Grodno,11.0,6.0,Pale,Lithuania,0,1354.0,4297.0,1.0,mestechko,,,4297.0,,Grodno,Kobrin,52.3166716,25.6092415,"Моталь, Іванаўскі раён, Брэсцкая вобласць, Беларусь",1243660004.0,Q773891,,1.0,matched_db_api
Odrizhin,1106Od1,Grodno,11.0,6.0,Pale,Lithuania,0,83.0,449.0,1.0,selo,,,449.0,,Grodno,Kobrin,51.9684856,25.4596844,Адрыжын,242988966.0,Q13029449,,1.0,matched_db_api
Zhabinka,1106Zb1,Grodno,11.0,6.0,Pale,Lithuania,0,40.0,332.0,1.0,,approx_percent,"Not mentioned in census, started as train station in 1871, http://be.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B0%D0%B4_%D0%96%D0%B0%D0%B1%D1%96%D0%BD%D0%BA%D0%B0",332.0,,Grodno,Kobrin,52.1941201,24.0199973,"Жабінка, Жабінкаўскі раён, Брэсцкая вобласць, Беларусь",242978890.0,Q520162,ז'אבינקה,1.0,matched_db_api
Bluden',1107Bl1,Grodno,11.0,7.0,Pale,Lithuania,0,210.0,780.0,1.0,selo,,,780.0,,Grodno,Pruzhany,52.5322555,24.8994798,"Першамайская, Бярозаўскі раён, Брэсцкая вобласць, Беларусь",242987032.0,Q9183550,,1.0,matched_db_api
Bereza,1107Br1,Grodno,11.0,7.0,Pale,Lithuania,0,2623.0,6226.0,1.0,mestechko,,,6226.0,,Grodno,Pruzhany,52.5345683,24.9844968,"Бяроза, Бярозаўскі раён, Брэсцкая вобласць, Беларусь",242978901.0,Q879406,ברזה קרטוסקה,1.0,matched_db_api
Gainovka,1107Gn1,Grodno,11.0,7.0,Pale,Lithuania,1,,,0.0,,,"Not mentioned in census, place exist",,,Grodno,Pruzhany,52.7365783,23.5878728,"Hajnówka, powiat hajnowski, województwo podlaskie, Polska",246690942.0,Q276859,,1.0,matched_refined
Linovo,1107Ln1,Grodno,11.0,7.0,Pale,Lithuania,1,18.0,950.0,1.0,derevnia,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,950.0,,Grodno,Pruzhany,52.4839688,24.5013355,"Лінава 2, Лінава, Лінаўскі сельскі Савет, Пружанскі раён, Брэсцкая вобласць, 225149, Беларусь",242984355.0,,,0.857,matched_nominatim
Malech,1107Ml1,Grodno,11.0,7.0,Pale,Lithuania,0,1201.0,2159.0,1.0,mestechko,,,2159.0,,Grodno,Pruzhany,52.4817407,24.7029048,"Малеч, Бярозаўскі раён, Брэсцкая вобласць, Беларусь",242985304.0,Q3917705,,1.0,matched_db_api
Narevka,1107Nr1,Grodno,11.0,7.0,Pale,Lithuania,0,1004.0,1268.0,1.0,mestechko,,Different Uezd of that mentioned on site,1268.0,,Grodno,Pruzhany,52.8359438,23.757029,"Narewka, powiat hajnowski, województwo podlaskie, Polska",31603226.0,Q589681,,0.857,matched_db_api
Pruzhany,1107Pr1,Grodno,11.0,7.0,Pale,Lithuania,0,5080.0,7633.0,1.0,Uezdnyi gorod,,,7633.0,,Grodno,Pruzhany,52.5581924,24.456711,"Пружаны, Пружанскі раён, Брэсцкая вобласць, Беларусь",242978895.0,Q956159,פרוז'ני,1.0,matched_db_api
Selets,1107Sl1,Grodno,11.0,7.0,Pale,Lithuania,0,866.0,2642.0,1.0,mestechko,,,2642.0,,Grodno,Pruzhany,52.5877191,24.8689959,"Сялец, Бярозаўскі раён, Брэсцкая вобласць, Беларусь",242987082.0,Q48491,,1.0,matched_db_api
Shereshevo,1107Sr1,Grodno,11.0,7.0,Pale,Lithuania,0,2553.0,5079.0,1.0,mestechko,,,5079.0,,Grodno,Pruzhany,52.5554063,24.2154525,"Шарашэва, Пружанскі раён, Брэсцкая вобласць, Беларусь",242979007.0,Q2471767,שרשוב,1.0,matched_db_api
Sosnovka,1107Ss1,Grodno,11.0,7.0,Pale,Lithuania,0,99.0,627.0,1.0,derevnia,,,627.0,,Grodno,Pruzhany,52.4212846,24.337678,Сасноўка,242983747.0,Q6533461,,1.0,matched_db_api
Byten',1108By1,Grodno,11.0,8.0,Pale,Lithuania,0,1614.0,2682.0,1.0,mestechko,,,2682.0,,Grodno,Slonim,52.8816755,25.4970052,"Быцень, Івацэвіцкі раён, Брэсцкая вобласць, Беларусь",242990977.0,Q2088575,,1.0,matched_db_api
Derechin,1108Dr1,Grodno,11.0,8.0,Pale,Lithuania,0,1887.0,2663.0,1.0,mestechko,,,2663.0,,Grodno,Slonim,53.2476606,24.9191348,"Дзярэчын, Зэльвенскі раён, Гродзенская вобласць, Беларусь",242986530.0,Q2335805,,1.0,matched_db_api
Diatlovo,1108Dt1,Grodno,11.0,8.0,Pale,Lithuania,0,3033.0,3979.0,1.0,mestechko,,,3979.0,,Grodno,Slonim,53.4656997,25.4053485,"Дзятлава, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242978907.0,Q1025883,,1.0,matched_db_api
Dvorets,1108Dv1,Grodno,11.0,8.0,Pale,Lithuania,0,868.0,1366.0,1.0,mestechko,,,1366.0,,Grodno,Slonim,53.405891,25.570776,"Дварэц, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242990839.0,Q3918885,,1.0,matched_db_api
Golynka,1108Gl1,Grodno,11.0,8.0,Pale,Lithuania,0,339.0,719.0,1.0,mestechko,,,719.0,,Grodno,Slonim,53.2112331,25.0372994,"Галынка, Зэльвенскі раён, Гродзенская вобласць, Беларусь",242987474.0,Q6480954,,1.0,matched_db_api
Ivatsevichi,1108Iv1,Grodno,11.0,8.0,Pale,Lithuania,1,,,0.0,,,"Not mentioned in census, Stated at 1871 after train station creation: http://be.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B0%D0%B4_%D0%86%D0%B2%D0%B0%D1%86%D1%8D%D0%B2%D1%96%D1%87%D1%8B",,,Grodno,Slonim,52.7090639,25.3386297,"Івацэвічы, Івацэвіцкі раён, Брэсцкая вобласць, Беларусь",242978905.0,Q587173,,1.0,matched_db_api
Koloniia Sinaiskaia,1108Kl1,Grodno,11.0,8.0,Pale,Lithuania,1,,,0.0,koloniia,unknown,Not mentioned in census; no linked page,,unknown,Grodno,Slonim,53.2241936,24.8204803,Зяльвянка,242986469.0,Q20678110,,0.844,matched_db_api
Kossovo,1108Ks1,Grodno,11.0,8.0,Pale,Lithuania,0,2028.0,3092.0,1.0,mestechko,,,3092.0,,Grodno,Slonim,52.7575059,25.1528353,"Косава, Івацэвіцкі раён, Брэсцкая вобласць, Беларусь",242979022.0,Q956635,,1.0,matched_db_api
Kozlovshchina,1108Kz1,Grodno,11.0,8.0,Pale,Lithuania,0,325.0,,0.0,mestechko,uncertain,"Not mentioned in census, http://www.rujen.ru/index.php/%D0%9A%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2%D1%89%D0%B8%D0%BD%D0%B0",,,Grodno,Slonim,53.3210996,25.2900694,"Казлоўшчына, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242979025.0,Q2478258,,1.0,matched_db_api
Mikhalin,1108Mk1,Grodno,11.0,8.0,Pale,Lithuania,0,59.0,549.0,1.0,steklianyi zavod,,May be inside Slonim but no approve found,549.0,,Grodno,Slonim,,,,,,,,
Milovidy,1108Ml1,Grodno,11.0,8.0,Pale,Lithuania,0,95.0,543.0,1.0,selo,,http://globus.tut.by/milovidy/index.htm,543.0,,Grodno,Slonim,52.8959328,25.8477782,Мілавіды,242992299.0,Q21651229,,1.0,matched_db_api
Molchad',1108Ml2,Grodno,11.0,8.0,Pale,Lithuania,0,1188.0,1733.0,1.0,mestechko,,,1733.0,,Grodno,Slonim,53.3146502,25.6954858,"Моўчадзь, Баранавіцкі раён, Брэсцкая вобласць, Беларусь",242991716.0,Q595904,מעלטשׁאדְ,1.0,matched_db_api
Novoel'nia,1108Nv1,Grodno,11.0,8.0,Pale,Lithuania,0,135.0,,0.0,selo,,"Not mentioned in census, http://rujen.ru/index.php?title=%D0%9D%D0%9E%D0%92%D0%9E%D0%95%D0%9B%D0%AC%D0%9D%D0%AF&redirect=no",,unknown,Grodno,Slonim,53.464367,25.5830687,"Наваельня, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242979011.0,Q2471892,,1.0,matched_db_api
Ozernitsa,1108Oz1,Grodno,11.0,8.0,Pale,Lithuania,0,183.0,759.0,1.0,mestechko,,,759.0,,Grodno,Slonim,53.0720074,25.0082887,"Азярніца, Слонімскі раён, Гродзенская вобласць, Беларусь",242987548.0,Q6461587,,1.0,matched_db_api
Pavlovo,1108Pv1,Grodno,11.0,8.0,Pale,Lithuania,0,332.0,,0.0,derevnia,,"Not mentioned in census, http://be-x-old.wikipedia.org/wiki/%D0%9F%D1%83%D0%B7%D0%B0%D0%B2%D1%96%D1%87%D1%8B_(%D0%A1%D0%BB%D0%BE%D0%BD%D1%96%D0%BC%D1%81%D0%BA%D1%96_%D1%80%D0%B0%D1%91%D0%BD) , number of jews mentioned on Polish site: http://www",,unknown,Grodno,Slonim,52.8491865,24.9180842,Паўлава,242987085.0,Q6525669,,1.0,matched_db_api
Ruda,1108Rd1,Grodno,11.0,8.0,Pale,Lithuania,0,86.0,657.0,1.0,derevnia,,,657.0,,Grodno,Slonim,52.74399,25.29576,Руда,242988194.0,Q17045716,,1.0,matched_db_api
Rozhany,1108Rz1,Grodno,11.0,8.0,Pale,Lithuania,0,3599.0,5016.0,1.0,mestechko,,,5016.0,,Grodno,Slonim,52.865925,24.8906748,"Ружаны, Пружанскі раён, Брэсцкая вобласць, Беларусь",242979018.0,Q615132,,0.857,matched_db_api
Slonim,1108Sl1,Grodno,11.0,8.0,Pale,Lithuania,0,11515.0,15863.0,1.0,Uezdnyi gorod,,,15863.0,,Grodno,Slonim,53.0927071,25.3193209,"Слонім, Слонімскі раён, Гродзенская вобласць, Беларусь",242978904.0,Q863576,,1.0,matched_db_api
Zhirovitsy,1108Zr1,Grodno,11.0,8.0,Pale,Lithuania,0,76.0,608.0,1.0,selo,,,608.0,,Grodno,Slonim,53.0170323,25.3353099,"Жыровічы, Слонімскі раён, Гродзенская вобласць, Беларусь",13469989604.0,,,0.621,matched_reverse
Dombrovo,1109Dm1,Grodno,11.0,9.0,Pale,Lithuania,0,1499.0,1988.0,1.0,Zashtatnyi gorod,,,1988.0,,Grodno,Sokolki,53.654439,23.3485102,"Dąbrowa Białostocka, powiat sokólski, województwo podlaskie, Polska",1755364655.0,Q986406,דומברובה ביאלוסטוצקה,1.0,matched_refined
Ianov,1109In1,Grodno,11.0,9.0,Pale,Lithuania,0,1797.0,2296.0,1.0,Zashtatnyi gorod,,,2296.0,,Grodno,Sokolki,53.4674614,23.2286887,"Janów, powiat sokólski, województwo podlaskie, Polska",31576604.0,Q2938712,,1.0,matched_refined
Koloniia Isaaka,1109Kl1,Grodno,11.0,9.0,Pale,Lithuania,0,26.0,26.0,0.0,koloniia,families,"Not mentioned in census; points to Odel'sk : -1947210 26 families are mentioned as living 1,5 km near this town: http://berkovich-zametki.com/2010/Zametki/Nomer8/Duhin1.php",,families,Grodno,Sokolki,53.4327778,23.7066668,Kolonia Nomiki,3009664001.0,,,0.714,matched_db_api
Koritsyn,1109Kr1,Grodno,11.0,9.0,Pale,Lithuania,0,411.0,683.0,1.0,Zashtatnyi gorod,,,683.0,,Grodno,Sokolki,53.4445763,23.090863,"Korycin, powiat sokólski, województwo podlaskie, Polska",31575455.0,Q2020899,,1.0,matched_refined
Kuznitsa,1109Kz1,Grodno,11.0,9.0,Pale,Lithuania,0,780.0,1346.0,1.0,Zashtatnyi gorod,,,1346.0,,Grodno,Sokolki,53.5100543,23.6490923,"Kuźnica, powiat sokólski, województwo podlaskie, Polska",280307832.0,Q926310,,1.0,matched_db_api
Novyi Dvor,1109Nv1,Grodno,11.0,9.0,Pale,Lithuania,0,490.0,1300.0,1.0,Zashtatnyi gorod,,,1300.0,,Grodno,Sokolki,53.6315626,23.5418069,"Nowy Dwór, powiat sokólski, województwo podlaskie, Polska",31573866.0,Q2185260,,1.0,matched_refined
Odel'sk,1109Od1,Grodno,11.0,9.0,Pale,Lithuania,0,234.0,1462.0,1.0,Zashtatnyi gorod,,,1462.0,,Grodno,Sokolki,53.4040229,23.7624122,"Адэльск, Гродзенскі раён, Гродзенская вобласць, Беларусь",629605389.0,Q2073564,,1.0,matched_db_api
Sidra,1109Sd1,Grodno,11.0,9.0,Pale,Lithuania,0,742.0,1165.0,1.0,mestechko,,,1165.0,,Grodno,Sokolki,53.5527739,23.4505263,"Sidra, powiat sokólski, województwo podlaskie, Polska",31571912.0,Q3080807,,1.0,matched_db_api
Sokolka,1109Sk1,Grodno,11.0,9.0,Pale,Lithuania,0,2848.0,7598.0,1.0,Uezdnyi gorod,,,7598.0,,Grodno,Sokolki,53.4049183,23.4995562,"Sokółka, powiat sokólski, województwo podlaskie, Polska",31571660.0,Q818403,,1.0,matched_db_api
Sukhovolia,1109Sk2,Grodno,11.0,9.0,Pale,Lithuania,0,1944.0,3203.0,1.0,Zashtatnyi gorod,,,3203.0,,Grodno,Sokolki,53.578557,23.1058224,"Suchowola, powiat sokólski, województwo podlaskie, Polska",31571332.0,Q547381,,1.0,matched_db_api
Vasil'kov,1109Vs1,Grodno,11.0,9.0,Pale,Lithuania,0,1470.0,3880.0,1.0,Zashtatnyi gorod,,,3880.0,,Grodno,Sokolki,53.198684,23.2056777,"Wasilków, powiat białostocki, województwo podlaskie, Polska",31570758.0,Q1906290,,1.0,matched_db_api
Rostov-na-Donu,1205Rs1,Don,12.0,5.0,Beyond,Inner Russia,0,11838.0,119476.0,1.0,Okruzhnoi gorod,,Different Uezd of that mentioned on cite,119476.0,,Don,Rostov-on-Don,47.2222596,39.7198736,"Ростов-на-Дону, городской округ Ростов-на-Дону, Ростовская область, Южный федеральный округ, Россия",160569651.0,Q908,רוסטוב על הדון,1.0,matched_nominatim
Amvrosievka,1207Am1,Don,12.0,7.0,Beyond,Inner Russia,0,0.0,5365.0,1.0,sloboda,,Different Uezd of that mentioned on cite; Calculated by subtraction from Total value any other groups mentioned in census for this place,5365.0,,Don,Taganrog,47.7952806,38.4798317,"Амвросіївка, Амвросіївська міська громада, Донецький район, Донецька область, 87300-87304, Україна",2383900.0,Q1996358,,1.0,matched_nominatim
